	Cluster	Week	Overload
5633	3	188	-1788
5634	3	188	-864
5635	3	188	-1612
5636	3	188	-489
5637	3	188	-76
5638	3	188	-900
5639	3	188	-714
5640	1	189	224
5641	1	189	-2058
5642	1	189	-287
5643	1	189	-408
5644	1	189	-1338
5645	1	189	-858
5646	1	189	-1158
5647	1	189	-1951
5648	1	189	-961
5649	1	189	-1773
5650	2	189	-2011
5651	2	189	-1443
5652	2	189	-1488
5653	2	189	-1468
5654	2	189	-1532
5655	2	189	-1220
5656	2	189	-2011
5657	2	189	-1701
5658	2	189	-1862
5659	2	189	-1247
5660	3	189	-1909
5661	3	189	-195
5662	3	189	-1921
5663	3	189	-1820
5664	3	189	-826
5665	3	189	-1618
5666	3	189	-527
5667	3	189	-44
5668	3	189	-873
5669	3	189	-676
5670	1	190	223
5671	1	190	-2056
5672	1	190	-288
5673	1	190	-409
5674	1	190	-1336
5675	1	190	-859
5676	1	190	-1159
5677	1	190	-1951
5678	1	190	-961
5679	1	190	-1773
5680	2	190	-2011
5681	2	190	-1443
5682	2	190	-1486
5683	2	190	-1468
5684	2	190	-1532
5685	2	190	-1218
5686	2	190	-2011
5687	2	190	-1699
5688	2	190	-1862
5689	2	190	-1245
5690	3	190	-1907
5691	3	190	-196
5692	3	190	-1921
5693	3	190	-1818
5694	3	190	-827
5695	3	190	-1618
5696	3	190	-525
5697	3	190	-45
5698	3	190	-872
5699	3	190	-677
5700	1	191	214
5701	1	191	-2045
5702	1	191	-297
5703	1	191	-418
5704	1	191	-1327
5705	1	191	-868
5706	1	191	-1168
5707	1	191	-1953
5708	1	191	-961
5709	1	191	-1775
5710	2	191	-2011
5711	2	191	-1443
5712	2	191	-1477
5713	2	191	-1468
5714	2	191	-1532
5715	2	191	-1209
5716	2	191	-2011
5717	2	191	-1688
5718	2	191	-1864
5719	2	191	-1234
5720	3	191	-1898
5721	3	191	-207
5722	3	191	-1921
5723	3	191	-1809
5724	3	191	-836
5725	3	191	-1618
5726	3	191	-516
5727	3	191	-54
5728	3	191	-870
5729	3	191	-686
5730	1	192	190
5731	1	192	-2015
5732	1	192	-320
5733	1	192	-441
5734	1	192	-1303
5735	1	192	-891
5736	1	192	-1191
5737	1	192	-1958
5738	1	192	-961
5739	1	192	-1780
5740	2	192	-2011
5741	2	192	-1443
5742	2	192	-1453
5743	2	192	-1469
5744	2	192	-1532
5745	2	192	-1184
5746	2	192	-2011
5747	2	192	-1658
5748	2	192	-1869
5749	2	192	-1205
5750	3	192	-1873
5751	3	192	-236
5752	3	192	-1921
5753	3	192	-1784
5754	3	192	-859
5755	3	192	-1619
5756	3	192	-492
5757	3	192	-78
5758	3	192	-864
5759	3	192	-709
5760	1	193	174
5761	1	193	-1997
5762	1	193	-335
5763	1	193	-456
5764	1	193	-1289
5765	1	193	-906
5766	1	193	-1206
5767	1	193	-1961
5768	1	193	-961
5769	1	193	-1783
5770	2	193	-2011
5771	2	193	-1443
5772	2	193	-1439
5773	2	193	-1470
5774	2	193	-1532
5775	2	193	-1169
5776	2	193	-2011
5777	2	193	-1640
5778	2	193	-1872
5779	2	193	-1188
5780	3	193	-1858
5781	3	193	-255
5782	3	193	-1921
5783	3	193	-1769
5784	3	193	-874
5785	3	193	-1620
5786	3	193	-478
5787	3	193	-94
5788	3	193	-862
5789	3	193	-724
5790	1	194	145
5791	1	194	-1962
5792	1	194	-363
5793	1	194	-484
5794	1	194	-1261
5795	1	194	-934
5796	1	194	-1234
5797	1	194	-1967
5798	1	194	-961
5799	1	194	-1789
5800	2	194	-2011
5801	2	194	-1443
5802	2	194	-1411
5803	2	194	-1471
5804	2	194	-1532
5805	2	194	-1140
5806	2	194	-2011
5807	2	194	-1605
5808	2	194	-1878
5809	2	194	-1154
5810	3	194	-1829
5811	3	194	-290
5812	3	194	-1921
5813	3	194	-1740
5814	3	194	-902
5815	3	194	-1621
5816	3	194	-450
5817	3	194	-123
5818	3	194	-856
5819	3	194	-752
5820	1	195	119
5821	1	195	-1930
5822	1	195	-388
5823	1	195	-509
5824	1	195	-1236
5825	1	195	-959
5826	1	195	-1259
5827	1	195	-1973
5828	1	195	-961
5829	1	195	-1795
5830	2	195	-2011
5831	2	195	-1443
5832	2	195	-1386
5833	2	195	-1472
5834	2	195	-1532
5835	2	195	-1114
5836	2	195	-2011
5837	2	195	-1573
5838	2	195	-1884
5839	2	195	-1123
5840	3	195	-1803
5841	3	195	-322
5842	3	195	-1921
5843	3	195	-1714
5844	3	195	-927
5845	3	195	-1622
5846	3	195	-425
5847	3	195	-149
5848	3	195	-850
5849	3	195	-777
5850	1	196	83
5851	1	196	-1886
5852	1	196	-422
5853	1	196	-543
5854	1	196	-1202
5855	1	196	-993
5856	1	196	-1293
5857	1	196	-1981
5858	1	196	-961
5859	1	196	-1803
5860	2	196	-2011
5861	2	196	-1443
5862	2	196	-1352
5863	2	196	-1474
5864	2	196	-1532
5865	2	196	-1078
5866	2	196	-2011
5867	2	196	-1529
5868	2	196	-1892
5869	2	196	-1081
5870	3	196	-1767
5871	3	196	-366
5872	3	196	-1921
5873	3	196	-1678
5874	3	196	-961
5875	3	196	-1624
5876	3	196	-391
5877	3	196	-185
5878	3	196	-842
5879	3	196	-811
5880	1	197	62
5881	1	197	-1860
5882	1	197	-442
5883	1	197	-563
5884	1	197	-1181
5885	1	197	-1013
5886	1	197	-1313
5887	1	197	-1985
5888	1	197	-961
5889	1	197	-1807
5890	2	197	-2011
5891	2	197	-1443
5892	2	197	-1331
5893	2	197	-1475
5894	2	197	-1532
5895	2	197	-1056
5896	2	197	-2011
5897	2	197	-1503
5898	2	197	-1896
5899	2	197	-1056
5900	3	197	-1745
5901	3	197	-391
5902	3	197	-1921
5903	3	197	-1656
5904	3	197	-981
5905	3	197	-1625
5906	3	197	-370
5907	3	197	-206
5908	3	197	-837
5909	3	197	-831
5910	1	198	51
5911	1	198	-1848
5912	1	198	-452
5913	1	198	-573
5914	1	198	-1172
5915	1	198	-1023
5916	1	198	-1323
5917	1	198	-1987
5918	1	198	-961
5919	1	198	-1809
5920	2	198	-2011
5921	2	198	-1443
5922	2	198	-1322
5923	2	198	-1476
5924	2	198	-1532
5925	2	198	-1046
5926	2	198	-2011
5927	2	198	-1491
5928	2	198	-1898
5929	2	198	-1045
5930	3	198	-1735
5931	3	198	-404
5932	3	198	-1921
5933	3	198	-1646
5934	3	198	-991
5935	3	198	-1626
5936	3	198	-361
5937	3	198	-217
5938	3	198	-836
5939	3	198	-841
5940	1	199	51
5941	1	199	-1848
5942	1	199	-452
5943	1	199	-573
5944	1	199	-1172
5945	1	199	-1023
5946	1	199	-1323
5947	1	199	-1987
5948	1	199	-961
5949	1	199	-1809
5950	2	199	-2011
5951	2	199	-1443
5952	2	199	-1322
5953	2	199	-1476
5954	2	199	-1532
5955	2	199	-1046
5956	2	199	-2011
5957	2	199	-1491
5958	2	199	-1898
5959	2	199	-1045
5960	3	199	-1735
5961	3	199	-404
5962	3	199	-1921
5963	3	199	-1646
5964	3	199	-991
5965	3	199	-1626
5966	3	199	-361
5967	3	199	-217
5968	3	199	-836
5969	3	199	-841
5970	1	200	51
5971	1	200	-1848
5972	1	200	-452
5973	1	200	-573
5974	1	200	-1172
5975	1	200	-1023
5976	1	200	-1323
5977	1	200	-1987
5978	1	200	-961
5979	1	200	-1809
5980	2	200	-2011
5981	2	200	-1443
5982	2	200	-1322
5983	2	200	-1476
5984	2	200	-1532
5985	2	200	-1046
5986	2	200	-2011
5987	2	200	-1491
5988	2	200	-1898
5989	2	200	-1045
5990	3	200	-1735
5991	3	200	-404
5992	3	200	-1921
5993	3	200	-1646
5994	3	200	-991
5995	3	200	-1626
5996	3	200	-361
5997	3	200	-217
5998	3	200	-836
5999	3	200	-841
6000	1	201	51
6001	1	201	-1848
6002	1	201	-452
6003	1	201	-573
6004	1	201	-1172
6005	1	201	-1023
6006	1	201	-1323
6007	1	201	-1987
6008	1	201	-961
6009	1	201	-1809
6010	2	201	-2011
6011	2	201	-1443
6012	2	201	-1322
6013	2	201	-1476
6014	2	201	-1532
6015	2	201	-1046
6016	2	201	-2011
6017	2	201	-1491
6018	2	201	-1898
6019	2	201	-1045
6020	3	201	-1735
6021	3	201	-404
6022	3	201	-1921
6023	3	201	-1646
6024	3	201	-991
6025	3	201	-1626
6026	3	201	-361
6027	3	201	-217
6028	3	201	-836
6029	3	201	-841
6030	1	202	-425
6031	1	202	-1518
6032	1	202	-961
6033	1	202	-1082
6034	1	202	-662
6035	1	202	-1532
6036	1	202	-1832
6037	1	202	-1840
6038	1	202	-961
6039	1	202	-1662
6040	2	202	-2011
6041	2	202	-1443
6042	2	202	-812
6043	2	202	-1443
6044	2	202	-1532
6045	2	202	-569
6046	2	202	-2011
6047	2	202	-1161
6048	2	202	-1751
6049	2	202	-682
6050	3	202	-1258
6051	3	202	-733
6052	3	202	-1921
6053	3	202	-1169
6054	3	202	-1500
6055	3	202	-1593
6056	3	202	149
6057	3	202	-693
6058	3	202	-982
6059	3	202	-1350
6060	1	203	-425
6061	1	203	-1518
6062	1	203	-961
6063	1	203	-1082
6064	1	203	-662
6065	1	203	-1532
6066	1	203	-1832
6067	1	203	-1840
6068	1	203	-961
6069	1	203	-1662
6070	2	203	-2011
6071	2	203	-1443
6072	2	203	-812
6073	2	203	-1443
6074	2	203	-1532
6075	2	203	-569
6076	2	203	-2011
6077	2	203	-1161
6078	2	203	-1751
6079	2	203	-682
6080	3	203	-1258
6081	3	203	-733
6082	3	203	-1921
6083	3	203	-1169
6084	3	203	-1500
6085	3	203	-1593
6086	3	203	149
6087	3	203	-693
6088	3	203	-982
6089	3	203	-1350
6090	1	204	-425
6091	1	204	-1518
6092	1	204	-961
6093	1	204	-1082
6094	1	204	-662
6095	1	204	-1532
6096	1	204	-1832
6097	1	204	-1840
6098	1	204	-961
6099	1	204	-1662
6100	2	204	-2011
6101	2	204	-1443
6102	2	204	-812
6103	2	204	-1443
6104	2	204	-1532
6105	2	204	-569
6106	2	204	-2011
6107	2	204	-1161
6108	2	204	-1751
6109	2	204	-682
6110	3	204	-1258
6111	3	204	-733
6112	3	204	-1921
6113	3	204	-1169
6114	3	204	-1500
6115	3	204	-1593
6116	3	204	149
6117	3	204	-693
6118	3	204	-982
6119	3	204	-1350
6120	1	205	-425
6121	1	205	-1518
6122	1	205	-961
6123	1	205	-1082
6124	1	205	-662
6125	1	205	-1532
6126	1	205	-1832
6127	1	205	-1840
6128	1	205	-961
6129	1	205	-1662
6130	2	205	-2011
6131	2	205	-1443
6132	2	205	-812
6133	2	205	-1443
6134	2	205	-1532
6135	2	205	-569
6136	2	205	-2011
6137	2	205	-1161
6138	2	205	-1751
6139	2	205	-682
6140	3	205	-1258
6141	3	205	-733
6142	3	205	-1921
6143	3	205	-1169
6144	3	205	-1500
6145	3	205	-1593
6146	3	205	149
6147	3	205	-693
6148	3	205	-982
6149	3	205	-1350
6150	1	206	-425
6151	1	206	-1518
6152	1	206	-961
6153	1	206	-1082
6154	1	206	-662
6155	1	206	-1532
6156	1	206	-1832
6157	1	206	-1840
6158	1	206	-961
6159	1	206	-1662
6160	2	206	-2011
6161	2	206	-1443
6162	2	206	-812
6163	2	206	-1443
6164	2	206	-1532
6165	2	206	-569
6166	2	206	-2011
6167	2	206	-1161
6168	2	206	-1751
6169	2	206	-682
6170	3	206	-1258
6171	3	206	-733
6172	3	206	-1921
6173	3	206	-1169
6174	3	206	-1500
6175	3	206	-1593
6176	3	206	149
6177	3	206	-693
6178	3	206	-982
6179	3	206	-1350
6180	1	207	-425
6181	1	207	-1518
6182	1	207	-961
6183	1	207	-1082
6184	1	207	-662
6185	1	207	-1532
6186	1	207	-1832
6187	1	207	-1840
6188	1	207	-961
6189	1	207	-1662
6190	2	207	-2011
6191	2	207	-1443
6192	2	207	-812
6193	2	207	-1443
6194	2	207	-1532
6195	2	207	-569
6196	2	207	-2011
6197	2	207	-1161
6198	2	207	-1751
6199	2	207	-682
6200	3	207	-1258
6201	3	207	-733
6202	3	207	-1921
6203	3	207	-1169
6204	3	207	-1500
6205	3	207	-1593
6206	3	207	149
6207	3	207	-693
6208	3	207	-982
6209	3	207	-1350
6210	1	208	-595
6211	1	208	-1430
6212	1	208	-961
6213	1	208	-1261
6214	1	208	-825
6215	1	208	-1711
6216	1	208	-2011
6217	1	208	-2100
6218	1	208	-961
6219	1	208	-1922
6220	2	208	-2011
6221	2	208	-1622
6222	2	208	-975
6223	2	208	-1434
6224	2	208	-1711
6225	2	208	-741
6226	2	208	-2011
6227	2	208	-1252
6228	2	208	-2011
6229	2	208	-764
6230	3	208	-1430
6231	3	208	-984
6232	3	208	-2100
6233	3	208	-1341
6234	3	208	-1500
6235	3	208	-1584
6236	3	208	-14
6237	3	208	-684
6238	3	208	-1064
6239	3	208	-1350
6240	1	209	-1766
6241	1	209	-1430
6242	1	209	-2011
6243	1	209	-1832
6244	1	209	-1275
6245	1	209	-1832
6246	1	209	-1832
6247	1	209	-2100
6248	1	209	-2011
6249	1	209	-1922
6250	2	209	-2011
6251	2	209	-1743
6252	2	209	-1275
6253	2	209	-2034
6254	2	209	-1832
6255	2	209	-1341
6256	2	209	-2011
6257	2	209	-1073
6258	2	209	-2011
6259	2	209	-1185
6260	3	209	-1430
6261	3	209	-2034
6262	3	209	-1921
6263	3	209	-1341
6264	3	209	-2100
6265	3	209	-2034
6266	3	209	-1364
6267	3	209	-2034
6268	3	209	-1185
6269	3	209	-2100
6270	1	210	-1766
6271	1	210	-1430
6272	1	210	-2011
6273	1	210	-1832
6274	1	210	-1275
6275	1	210	-1832
6276	1	210	-1832
6277	1	210	-2100
6278	1	210	-2011
6279	1	210	-1922
6280	2	210	-2011
6281	2	210	-1743
6282	2	210	-1275
6283	2	210	-2034
6284	2	210	-1832
6285	2	210	-1341
6286	2	210	-2011
6287	2	210	-1073
6288	2	210	-2011
6289	2	210	-1185
6290	3	210	-1430
6291	3	210	-2034
6292	3	210	-1921
6293	3	210	-1341
6294	3	210	-2100
6295	3	210	-2034
6296	3	210	-1364
6297	3	210	-2034
6298	3	210	-1185
6299	3	210	-2100
6300	1	211	-1766
6301	1	211	-1430
6302	1	211	-2011
6303	1	211	-1832
6304	1	211	-1275
6305	1	211	-1832
6306	1	211	-1832
6307	1	211	-2100
6308	1	211	-2011
6309	1	211	-1922
6310	2	211	-2011
6311	2	211	-1743
6312	2	211	-1275
6313	2	211	-2034
6314	2	211	-1832
6315	2	211	-1341
6316	2	211	-2011
6317	2	211	-1073
6318	2	211	-2011
6319	2	211	-1185
6320	3	211	-1430
6321	3	211	-2034
6322	3	211	-1921
6323	3	211	-1341
6324	3	211	-2100
6325	3	211	-2034
6326	3	211	-1364
6327	3	211	-2034
6328	3	211	-1185
6329	3	211	-2100
6330	1	212	-1766
6331	1	212	-1430
6332	1	212	-2011
6333	1	212	-1832
6334	1	212	-1275
6335	1	212	-1832
6336	1	212	-1832
6337	1	212	-2100
6338	1	212	-2011
6339	1	212	-1922
6340	2	212	-2011
6341	2	212	-1743
6342	2	212	-1275
6343	2	212	-2034
6344	2	212	-1832
6345	2	212	-1341
6346	2	212	-2011
6347	2	212	-1073
6348	2	212	-2011
6349	2	212	-1185
6350	3	212	-1430
6351	3	212	-2034
6352	3	212	-1921
6353	3	212	-1341
6354	3	212	-2100
6355	3	212	-2034
6356	3	212	-1364
6357	3	212	-2034
6358	3	212	-1185
6359	3	212	-2100
6360	1	213	-1766
6361	1	213	-1430
6362	1	213	-2011
6363	1	213	-1832
6364	1	213	-1275
6365	1	213	-1832
6366	1	213	-1832
6367	1	213	-2100
6368	1	213	-2011
6369	1	213	-1922
6370	2	213	-2011
6371	2	213	-1743
6372	2	213	-1275
6373	2	213	-2034
6374	2	213	-1832
6375	2	213	-1341
6376	2	213	-2011
6377	2	213	-1073
6378	2	213	-2011
6379	2	213	-1185
6380	3	213	-1430
6381	3	213	-2034
6382	3	213	-1921
6383	3	213	-1341
6384	3	213	-2100
6385	3	213	-2034
6386	3	213	-1364
6387	3	213	-2034
6388	3	213	-1185
6389	3	213	-2100
6390	1	214	-1766
6391	1	214	-1386
6392	1	214	-2011
6393	1	214	-1832
6394	1	214	-1231
6395	1	214	-1832
6396	1	214	-1832
6397	1	214	-2100
6398	1	214	-2011
6399	1	214	-1922
6400	2	214	-2011
6401	2	214	-1743
6402	2	214	-1231
6403	2	214	-2034
6404	2	214	-1832
6405	2	214	-1297
6406	2	214	-2011
6407	2	214	-1029
6408	2	214	-2011
6409	2	214	-1141
6410	3	214	-1386
6411	3	214	-2034
6412	3	214	-1921
6413	3	214	-1297
6414	3	214	-2100
6415	3	214	-2034
6416	3	214	-1320
6417	3	214	-2034
6418	3	214	-1141
6419	3	214	-2100
6420	1	215	-1766
6421	1	215	-1341
6422	1	215	-2011
6423	1	215	-1832
6424	1	215	-1186
6425	1	215	-1832
6426	1	215	-1832
6427	1	215	-2100
6428	1	215	-2011
6429	1	215	-1922
6430	2	215	-2011
6431	2	215	-1743
6432	2	215	-1186
6433	2	215	-2034
6434	2	215	-1832
6435	2	215	-1252
6436	2	215	-2011
6437	2	215	-984
6438	2	215	-2011
6439	2	215	-1096
6440	3	215	-1341
6441	3	215	-2034
6442	3	215	-1921
6443	3	215	-1252
6444	3	215	-2100
6445	3	215	-2034
6446	3	215	-1275
6447	3	215	-2034
6448	3	215	-1096
6449	3	215	-2100
6450	1	216	-1766
6451	1	216	-1296
6452	1	216	-2011
6453	1	216	-1832
6454	1	216	-1141
6455	1	216	-1832
6456	1	216	-1832
6457	1	216	-2100
6458	1	216	-2011
6459	1	216	-1922
6460	2	216	-2011
6461	2	216	-1743
6462	2	216	-1141
6463	2	216	-2034
6464	2	216	-1832
6465	2	216	-1207
6466	2	216	-2011
6467	2	216	-939
6468	2	216	-2011
6469	2	216	-1051
6470	3	216	-1296
6471	3	216	-2034
6472	3	216	-1921
6473	3	216	-1207
6474	3	216	-2100
6475	3	216	-2034
6476	3	216	-1230
6477	3	216	-2034
6478	3	216	-1051
6479	3	216	-2100
6480	1	217	-1768
6481	1	217	-1265
6482	1	217	-2011
6483	1	217	-1832
6484	1	217	-1112
6485	1	217	-1832
6486	1	217	-1832
6487	1	217	-2100
6488	1	217	-2011
6489	1	217	-1922
6490	2	217	-2011
6491	2	217	-1743
6492	2	217	-1112
6493	2	217	-2036
6494	2	217	-1832
6495	2	217	-1176
6496	2	217	-2011
6497	2	217	-908
6498	2	217	-2011
6499	2	217	-1022
6500	3	217	-1265
6501	3	217	-2036
6502	3	217	-1921
6503	3	217	-1176
6504	3	217	-2100
6505	3	217	-2036
6506	3	217	-1201
6507	3	217	-2036
6508	3	217	-1022
6509	3	217	-2100
6510	1	218	-1771
6511	1	218	-1262
6512	1	218	-2011
6513	1	218	-1832
6514	1	218	-1112
6515	1	218	-1832
6516	1	218	-1832
6517	1	218	-2100
6518	1	218	-2011
6519	1	218	-1922
6520	2	218	-2011
6521	2	218	-1743
6522	2	218	-1112
6523	2	218	-2039
6524	2	218	-1832
6525	2	218	-1173
6526	2	218	-2011
6527	2	218	-905
6528	2	218	-2011
6529	2	218	-1022
6530	3	218	-1262
6531	3	218	-2039
6532	3	218	-1921
6533	3	218	-1173
6534	3	218	-2100
6535	3	218	-2039
6536	3	218	-1201
6537	3	218	-2039
6538	3	218	-1022
6539	3	218	-2100
6540	1	219	-1773
6541	1	219	-1260
6542	1	219	-2011
6543	1	219	-1832
6544	1	219	-1112
6545	1	219	-1832
6546	1	219	-1832
6547	1	219	-2100
6548	1	219	-2011
6549	1	219	-1922
6550	2	219	-2011
6551	2	219	-1743
6552	2	219	-1112
6553	2	219	-2041
6554	2	219	-1832
6555	2	219	-1171
6556	2	219	-2011
6557	2	219	-903
6558	2	219	-2011
6559	2	219	-1022
6560	3	219	-1260
6561	3	219	-2041
6562	3	219	-1921
6563	3	219	-1171
6564	3	219	-2100
6565	3	219	-2041
6566	3	219	-1201
6567	3	219	-2041
6568	3	219	-1022
6569	3	219	-2100
6570	1	220	-1776
6571	1	220	-1257
6572	1	220	-2011
6573	1	220	-1832
6574	1	220	-1112
6575	1	220	-1832
6576	1	220	-1832
6577	1	220	-2100
6578	1	220	-2011
6579	1	220	-1922
6580	2	220	-2011
6581	2	220	-1743
6582	2	220	-1112
6583	2	220	-2044
6584	2	220	-1832
6585	2	220	-1168
6586	2	220	-2011
6587	2	220	-900
6588	2	220	-2011
6589	2	220	-1022
6590	3	220	-1257
6591	3	220	-2044
6592	3	220	-1921
6593	3	220	-1168
6594	3	220	-2100
6595	3	220	-2044
6596	3	220	-1201
6597	3	220	-2044
6598	3	220	-1022
6599	3	220	-2100
6600	1	221	-1778
6601	1	221	-1255
6602	1	221	-2011
6603	1	221	-1832
6604	1	221	-1112
6605	1	221	-1832
6606	1	221	-1832
6607	1	221	-2100
6608	1	221	-2011
6609	1	221	-1922
6610	2	221	-2011
6611	2	221	-1743
6612	2	221	-1112
6613	2	221	-2046
6614	2	221	-1832
6615	2	221	-1166
6616	2	221	-2011
6617	2	221	-898
6618	2	221	-2011
6619	2	221	-1022
6620	3	221	-1255
6621	3	221	-2046
6622	3	221	-1921
6623	3	221	-1166
6624	3	221	-2100
6625	3	221	-2046
6626	3	221	-1201
6627	3	221	-2046
6628	3	221	-1022
6629	3	221	-2100
6630	1	222	-1780
6631	1	222	-1253
6632	1	222	-2011
6633	1	222	-1832
6634	1	222	-1112
6635	1	222	-1832
6636	1	222	-1832
6637	1	222	-2100
6638	1	222	-2011
6639	1	222	-1922
6640	2	222	-2011
6641	2	222	-1743
6642	2	222	-1112
6643	2	222	-2048
6644	2	222	-1832
6645	2	222	-1164
6646	2	222	-2011
6647	2	222	-896
6648	2	222	-2011
6649	2	222	-1022
6650	3	222	-1253
6651	3	222	-2048
6652	3	222	-1921
6653	3	222	-1164
6654	3	222	-2100
6655	3	222	-2048
6656	3	222	-1201
6657	3	222	-2048
6658	3	222	-1022
6659	3	222	-2100
6660	1	223	-1782
6661	1	223	-1251
6662	1	223	-2011
6663	1	223	-1832
6664	1	223	-1112
6665	1	223	-1832
6666	1	223	-1832
6667	1	223	-2100
6668	1	223	-2011
6669	1	223	-1922
6670	2	223	-2011
6671	2	223	-1743
6672	2	223	-1112
6673	2	223	-2050
6674	2	223	-1832
6675	2	223	-1162
6676	2	223	-2011
6677	2	223	-894
6678	2	223	-2011
6679	2	223	-1022
6680	3	223	-1251
6681	3	223	-2050
6682	3	223	-1921
6683	3	223	-1162
6684	3	223	-2100
6685	3	223	-2050
6686	3	223	-1201
6687	3	223	-2050
6688	3	223	-1022
6689	3	223	-2100
6690	1	224	-1782
6691	1	224	-1251
6692	1	224	-2011
6693	1	224	-1832
6694	1	224	-1112
6695	1	224	-1832
6696	1	224	-1832
6697	1	224	-2100
6698	1	224	-2011
6699	1	224	-1922
6700	2	224	-2011
6701	2	224	-1743
6702	2	224	-1112
6703	2	224	-2050
6704	2	224	-1832
6705	2	224	-1162
6706	2	224	-2011
6707	2	224	-894
6708	2	224	-2011
6709	2	224	-1022
6710	3	224	-1251
6711	3	224	-2050
6712	3	224	-1921
6713	3	224	-1162
6714	3	224	-2100
6715	3	224	-2050
6716	3	224	-1201
6717	3	224	-2050
6718	3	224	-1022
6719	3	224	-2100
6720	1	225	-1782
6721	1	225	-1251
6722	1	225	-2011
6723	1	225	-1832
6724	1	225	-1112
6725	1	225	-1832
6726	1	225	-1832
6727	1	225	-2100
6728	1	225	-2011
6729	1	225	-1922
6730	2	225	-2011
6731	2	225	-1743
6732	2	225	-1112
6733	2	225	-2050
6734	2	225	-1832
6735	2	225	-1162
6736	2	225	-2011
6737	2	225	-894
6738	2	225	-2011
6739	2	225	-1022
6740	3	225	-1251
6741	3	225	-2050
6742	3	225	-1921
6743	3	225	-1162
6744	3	225	-2100
6745	3	225	-2050
6746	3	225	-1201
6747	3	225	-2050
6748	3	225	-1022
6749	3	225	-2100
6750	1	226	-1782
6751	1	226	-1251
6752	1	226	-2011
6753	1	226	-1832
6754	1	226	-1112
6755	1	226	-1832
6756	1	226	-1832
6757	1	226	-2100
6758	1	226	-2011
6759	1	226	-1922
6760	2	226	-2011
6761	2	226	-1743
6762	2	226	-1112
6763	2	226	-2050
6764	2	226	-1832
6765	2	226	-1162
6766	2	226	-2011
6767	2	226	-894
6768	2	226	-2011
6769	2	226	-1022
6770	3	226	-1251
6771	3	226	-2050
6772	3	226	-1921
6773	3	226	-1162
6774	3	226	-2100
6775	3	226	-2050
6776	3	226	-1201
6777	3	226	-2050
6778	3	226	-1022
6779	3	226	-2100
6780	1	227	-1782
6781	1	227	-1251
6782	1	227	-2011
6783	1	227	-1832
6784	1	227	-1112
6785	1	227	-1832
6786	1	227	-1832
6787	1	227	-2100
6788	1	227	-2011
6789	1	227	-1922
6790	2	227	-2011
6791	2	227	-1743
6792	2	227	-1112
6793	2	227	-2050
6794	2	227	-1832
6795	2	227	-1162
6796	2	227	-2011
6797	2	227	-894
6798	2	227	-2011
6799	2	227	-1022
6800	3	227	-1251
6801	3	227	-2050
6802	3	227	-1921
6803	3	227	-1162
6804	3	227	-2100
6805	3	227	-2050
6806	3	227	-1201
6807	3	227	-2050
6808	3	227	-1022
6809	3	227	-2100
6810	1	228	-1782
6811	1	228	-1251
6812	1	228	-2011
6813	1	228	-1832
6814	1	228	-1112
6815	1	228	-1832
6816	1	228	-1832
6817	1	228	-2100
6818	1	228	-2011
6819	1	228	-1922
6820	2	228	-2011
6821	2	228	-1743
6822	2	228	-1112
6823	2	228	-2050
6824	2	228	-1832
6825	2	228	-1162
6826	2	228	-2011
6827	2	228	-894
6828	2	228	-2011
6829	2	228	-1022
6830	3	228	-1251
6831	3	228	-2050
6832	3	228	-1921
6833	3	228	-1162
6834	3	228	-2100
6835	3	228	-2050
6836	3	228	-1201
6837	3	228	-2050
6838	3	228	-1022
6839	3	228	-2100
6840	1	229	-1782
6841	1	229	-1251
6842	1	229	-2011
6843	1	229	-1832
6844	1	229	-1112
6845	1	229	-1832
6846	1	229	-1832
6847	1	229	-2100
6848	1	229	-2011
6849	1	229	-1922
6850	2	229	-2011
6851	2	229	-1743
6852	2	229	-1112
6853	2	229	-2050
6854	2	229	-1832
6855	2	229	-1162
6856	2	229	-2011
6857	2	229	-894
6858	2	229	-2011
6859	2	229	-1022
6860	3	229	-1251
6861	3	229	-2050
6862	3	229	-1921
6863	3	229	-1162
6864	3	229	-2100
6865	3	229	-2050
6866	3	229	-1201
6867	3	229	-2050
6868	3	229	-1022
6869	3	229	-2100
6870	1	230	-1782
6871	1	230	-1251
6872	1	230	-2011
6873	1	230	-1832
6874	1	230	-1112
6875	1	230	-1832
6876	1	230	-1832
6877	1	230	-2100
6878	1	230	-2011
6879	1	230	-1922
6880	2	230	-2011
6881	2	230	-1743
6882	2	230	-1112
6883	2	230	-2050
6884	2	230	-1832
6885	2	230	-1162
6886	2	230	-2011
6887	2	230	-894
6888	2	230	-2011
6889	2	230	-1022
6890	3	230	-1251
6891	3	230	-2050
6892	3	230	-1921
6893	3	230	-1162
6894	3	230	-2100
6895	3	230	-2050
6896	3	230	-1201
6897	3	230	-2050
6898	3	230	-1022
6899	3	230	-2100
6900	1	231	-1782
6901	1	231	-1251
6902	1	231	-2011
6903	1	231	-1832
6904	1	231	-1112
6905	1	231	-1832
6906	1	231	-1832
6907	1	231	-2100
6908	1	231	-2011
6909	1	231	-1922
6910	2	231	-2011
6911	2	231	-1743
6912	2	231	-1112
6913	2	231	-2050
6914	2	231	-1832
6915	2	231	-1162
6916	2	231	-2011
6917	2	231	-894
6918	2	231	-2011
6919	2	231	-1022
6920	3	231	-1251
6921	3	231	-2050
6922	3	231	-1921
6923	3	231	-1162
6924	3	231	-2100
6925	3	231	-2050
6926	3	231	-1201
